#gwasCatalog.chrom,gwasCatalog.chromStart,gwasCatalog.chromEnd,gwasCatalog.name,gwasCatalog.pubMedID,gwasCatalog.author,gwasCatalog.pubDate,gwasCatalog.journal,gwasCatalog.title,gwasCatalog.trait,gwasCatalog.initSample,gwasCatalog.replSample,gwasCatalog.region,gwasCatalog.genes,gwasCatalog.riskAllele,gwasCatalog.riskAlFreq,gwasCatalog.pValue,gwasCatalog.pValueDesc,gwasCatalog.orOrBeta,gwasCatalog.ci95,gwasCatalog.platform,gwasCatalog.cnv
chr16,19924066,19924067,rs12446632,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p12.3,GPRC5B,rs12446632-G,0.865,1E-13,"(EA, women)",0.043,[0.032-0.055] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,19931604,19931605,rs7204864,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16p12.3,"",rs7204864-?,NR,3E-31,"",,"",NR [~ 8900000] (imputed),N
chr16,19964084,19964085,rs8054079,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Body mass index,"1,249 whole genome sequenced European ancestry individuals, 3,538 whole genome sequenced individuals, 46,635 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,170 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,019 Mylopotamos (founder/genetic isolate) individuals, 932 Pomak (founder/genetic isolate) individuals, 1,778 Val Borbera (founder/genetic isolate) individuals","209,191 European ancestry individuals",16p12.3,GPR139,rs8054079-T,0.1369,7E-11,"",0.0654,[0.046-0.085] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,20039143,20039144,rs868554,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16p12.3,"",rs868554-G,NR,3E-19,"",0.0166,[0.013-0.02] unit increase,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,20039143,20039144,rs868554,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.3,NR,rs868554-?,NR,4E-17,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,20233960,20233961,rs4432271,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16p12.3,"",rs4432271-?,NR,7E-13,"",,"",NR [~ 8900000] (imputed),N
chr16,20237143,20237144,rs6497451,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"374,756 European ancestry male individuals",,16p12.3,,rs6497451-T,0.8577,4E-18,"",0.022,[0.017-0.027] unit increase,NR [~ 27400000] (imputed),N
chr16,20243552,20243553,rs12596903,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"165,419 East Asian ancestry individuals",,16p12.3,"",rs12596903-C,0.176027,7E-12,"",0.0242678,[0.017-0.031] unit decrease,Illumina [13479924] (imputed),N
chr16,20243774,20243775,rs4238585,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16p12.3,"GPR139, GP2",rs4238585-T,0.88,1E-17,"",0.028,[0.022-0.034] unit increase,Illumina [6108953] (imputed),N
chr16,20243800,20243801,rs11074446,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16p12.3,,rs11074446-T,0.8534,4E-19,"",0.0214,[0.017-0.026] unit increase,NR [~ 27400000] (imputed),N
chr16,20243800,20243801,rs11074446,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"434,794 European ancestry female individuals",,16p12.3,,rs11074446-T,0.8534,4E-19,"",0.0214,[0.017-0.026] unit increase,NR [~ 27400000] (imputed),N
chr16,20243800,20243801,rs11074446,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16p12.3,NR,rs11074446-T,NR,6E-12,"",0.025,[NR] unit increase,Affymetrix [at least 28613428] (imputed),N
chr16,20246544,20246545,rs12597579,24861553,Wen W,2014-05-26,Hum Mol Genet,Meta-analysis of genome-wide association studies in East Asian-ancestry populations identifies four new loci for body mass index.,Body mass index,"82,438 East Asian ancestry individuals, 4,301 South East Asian ancestry individuals","Up to 47,352 East Asian ancestry individuals",16p12.3,GP2,rs12597579-C,0.78,6E-7,"",0.0316,[0.019-0.044] unit increase,"Affymetrix, Illumina [~ 2500000] (imputed)",N
chr16,20246544,20246545,rs12597579,22344219,Wen W,2012-02-19,Nat Genet,Meta-analysis identifies common variants associated with body mass index in east Asians.,Body mass index,"22,762 East Asian ancestry individuals, 2,522 Malay ancestry individuals, 2,431 Chinese, Malay and Asian Indian ancestry individuals","53,215 East Asian ancestry results, 2,118 Malay ancestry individuals",16p12.3,GP2,rs12597579-C,0.80,1E-8,"",4.09,[2.21-5.97] % increase,"Affymetrix, Illumina [2474474] (imputed)",N
chr16,20247109,20247110,rs12597682,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"163,835 East Asian ancestry individuals",,16p12.3,"",rs12597682-A,0.176417,2E-13,"",0.0308294,[0.023-0.039] unit decrease,Illumina [13479178] (imputed),N
chr16,20247109,20247110,rs12597682,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16p12.3,"GPR139, GP2",rs12597682-A,0.178,8E-12,(Japanese),0.03,[0.022-0.038] unit decrease,Illumina [6108953] (imputed),N
chr16,20248612,20248613,rs57508503,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",,16p12.3,"",rs57508503-A,NR,2E-21,"",0.0251,[0.02-0.03] unit decrease,"Affymetrix, Illumina [20538802] (imputed)",N
chr16,20249272,20249273,rs59673987,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.3,NR,rs59673987-?,NR,2E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,20359493,20359494,rs9652589,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16p12.3,NR,rs9652589-C,NR,1E-9,"",0.017,[NR] unit increase,Affymetrix [at least 28613428] (imputed),N
chr16,20359493,20359494,rs9652589,29273807,Turcot V,2017-12-22,Nat Genet,Protein-altering variants associated with body mass index implicate pathways that control energy intake and expenditure in obesity.,Body mass index,"up to 449,889 European ancestry individuals, up to 29,398 South Asian ancestry individuals, up to 27,610 African American individuals, up to 8,839 East Asian individuals, up to 10,772 Hispanic ancestry individuals","up to 196,766 European ancestry individuals",16p12.3,"PDILT, IQCK",rs9652589-C,0.4992,4E-13,"",0.0128,[0.0093-0.0163] unit increase,Illumina [246328],N
chr16,20359752,20359753,rs9929792,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.3,NR,rs9929792-?,NR,7E-17,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,20359752,20359753,rs9929792,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16p12.3,,rs9929792-A,0.5005,2E-19,"",0.0152,[0.012-0.019] unit increase,NR [~ 27400000] (imputed),N
chr16,20359752,20359753,rs9929792,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"434,794 European ancestry female individuals",,16p12.3,,rs9929792-A,0.5005,2E-19,"",0.0152,[0.012-0.019] unit increase,NR [~ 27400000] (imputed),N
chr16,20368681,20368682,rs4780885,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16p12.3,"",rs4780885-?,NR,1E-16,"",,"",NR [~ 8900000] (imputed),N
chr16,22304430,22304431,rs11860299,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16p12.2,"",rs11860299-T,NR,2E-10,"",0.0217,[0.015-0.028] unit decrease,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,22323241,22323242,rs3803647,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"165,419 East Asian ancestry individuals",,16p12.2,"",rs3803647-T,0.159707,1E-8,"",0.021145,[0.014-0.028] unit decrease,Illumina [13479924] (imputed),N
chr16,23793634,23793635,rs194809,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.2,NR,rs194809-?,NR,4E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,23793634,23793635,rs194809,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16p12.2,"",rs194809-?,NR,4E-8,"",,"",NR [~ 8900000] (imputed),N
chr16,23793634,23793635,rs194809,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16p12.2,,rs194809-A,0.1871,5E-9,"",0.0126,[0.0083-0.0169] unit increase,NR [~ 27400000] (imputed),N
chr16,24298960,24298961,rs2107118,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16p12.1,,rs2107118-A,0.4998,3E-10,"",0.0111,[0.0076-0.0146] unit increase,NR [~ 27400000] (imputed),N
chr16,24529484,24529485,rs2342892,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.1,NR,rs2342892-?,NR,6E-12,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,24529484,24529485,rs2342892,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16p12.1,,rs2342892-T,0.4855,1E-13,"",0.0126,[0.0093-0.0159] unit increase,NR [~ 27400000] (imputed),N
chr16,24567136,24567137,rs7195386,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",,16p12.1,"",rs7195386-C,NR,2E-14,"",0.0145,[0.011-0.018] unit decrease,"Affymetrix, Illumina [20538802] (imputed)",N
chr16,24567136,24567137,rs7195386,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16p12.1,"",rs7195386-?,NR,4E-13,"",,"",NR [~ 8900000] (imputed),N
chr16,24567136,24567137,rs7195386,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16p12.1,NR,rs7195386-T,NR,6E-6,"",0.013,[NR] unit increase,Affymetrix [at least 28613428] (imputed),N
chr16,24567136,24567137,rs7195386,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16p12.1,RBBP6,rs7195386-C,0.53,1E-8,"",0.015,[0.0091-0.0209] unit decrease,Illumina [6108953] (imputed),N
chr16,24773153,24773154,rs7204281,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.1,NR,rs7204281-?,NR,5E-12,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,24773153,24773154,rs7204281,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16p12.1,"",rs7204281-?,NR,5E-12,"",,"",NR [~ 8900000] (imputed),N
chr16,24786757,24786758,rs12923476,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16p12.1,"",rs12923476-A,NR,1E-18,"",0.0189,[0.015-0.023] unit decrease,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,24795098,24795099,rs7186893,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16p12.1,,rs7186893-T,0.2631,1E-13,"",0.0143,[0.011-0.018] unit decrease,NR [~ 27400000] (imputed),N
chr16,24795098,24795099,rs7186893,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"434,794 European ancestry female individuals",,16p12.1,,rs7186893-T,0.2631,1E-13,"",0.0143,[0.011-0.018] unit decrease,NR [~ 27400000] (imputed),N
chr16,26957095,26957096,rs147917669,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",16p12.1,C16orf82,rs147917669-T,0.0154,6E-6,"",0.1459,[0.083-0.209] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,28322089,28322090,rs2650492,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16p12.1,NR,rs2650492-G,NR,2E-12,"",0.021,[NR] unit decrease,Affymetrix [at least 28613428] (imputed),N
chr16,28322089,28322090,rs2650492,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16p12.1,SBK1,rs2650492-A,0.3005,4E-8,(EA),0.0243,[0.016-0.033] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,28322089,28322090,rs2650492,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16p12.1,SBK1,rs2650492-A,0.2944,3E-8,"",0.0238,[0.015-0.032] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,28322089,28322090,rs2650492,26426971,Winkler TW,2015-10-01,PLoS Genet,The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.,Body mass index,"up to 309,889 European ancestry individuals",,16p12.1,NR,rs2650492-A,0.306781245179052,7E-15,"",0.024314765,unit increase,"Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)",N
chr16,28322089,28322090,rs2650492,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p12.1,SBK1,rs2650492-A,0.303,5E-6,"(EA, women)",0.02,[0.011-0.029] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,28322089,28322090,rs2650492,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p12.1,SBK1,rs2650492-A,0.303,5E-6,"(EA, men)",0.021,[0.012-0.031] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,28322089,28322090,rs2650492,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p12.1,SBK1,rs2650492-A,0.303,2E-9,(EA),0.021,[0.014-0.028] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,28322089,28322090,rs2650492,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p12.1,SBK1,rs2650492-A,0.3,1E-9,"",0.021,[0.014-0.027] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,28335818,28335819,rs2726036,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p12.1,NR,rs2726036-?,NR,2E-38,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,28496076,28496103,rs148114931,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"165,419 East Asian ancestry individuals",,16p12.1,"",rs148114931-T,0.118532,2E-9,"",0.0255719,[0.017-0.034] unit increase,Illumina [13479924] (imputed),N
chr16,28496076,28496103,rs148114931,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"163,835 East Asian ancestry individuals",,16p12.1,"",rs148114931-T,0.118615,4E-10,"",0.0314464,[0.022-0.041] unit increase,Illumina [13479178] (imputed),N
chr16,28522309,28522310,rs113414359,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p11.2,NR,rs113414359-?,NR,4E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,28527318,28527319,rs62034325,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16p11.2,NR,rs62034325-A,NR,1E-15,"",0.023,[NR] unit decrease,Affymetrix [at least 28613428] (imputed),N
chr16,28527318,28527319,rs62034325,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16p11.2,"IL27, NUPR1",rs62034325-G,0.127,4E-10,(Japanese),0.032,[0.022-0.042] unit increase,Illumina [6108953] (imputed),N
chr16,28623103,28623104,rs56148728,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p11.2,NR,rs56148728-?,NR,2E-14,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,28623571,28623572,rs116938877,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p11.2,NR,rs116938877-?,NR,4E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,28814283,28814284,rs2008514,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16p11.2,ATXN2L,rs2008514-A,0.3983,2E-9,"(EA, men)",0.0333,[0.023-0.044] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,28814283,28814284,rs2008514,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16p11.2,ATXN2L,rs2008514-A,0.3886,2E-17,"",0.0307,[0.024-0.038] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,28814283,28814284,rs2008514,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16p11.2,ATXN2L,rs2008514-A,0.3886,1E-10,(men),0.0339,[0.024-0.044] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
